id;source;topic;type;question;options_or_pairs;correct;explanation;tags
HK2025-40;Original HK2025;Wissensmanagement;matching;Ordnen Sie die Punkte der Wissenstreppe nach North zu!;"[{""left"": ""Punkt 1"", ""right"": ""Zeichen""}, {""left"": ""Punkt 2"", ""right"": ""+ Syntax""}, {""left"": ""Punkt 3"", ""right"": ""Daten""}, {""left"": ""Punkt 4"", ""right"": ""+ Semantik""}, {""left"": ""Punkt 5"", ""right"": ""Information""}, {""left"": ""Punkt 6"", ""right"": ""+ Vernetzung""}, {""left"": ""Punkt 7"", ""right"": ""Wissen""}, {""left"": ""Punkt 8"", ""right"": ""+ Anwendung, Motivation""}, {""left"": ""Punkt 9"", ""right"": ""Handeln""}, {""left"": ""Punkt 10"", ""right"": ""+ richtig handeln""}, {""left"": ""Punkt 11"", ""right"": ""Kompetenz (Können)""}, {""left"": ""Punkt 12"", ""right"": ""+ Einzigartigkeit""}, {""left"": ""Punkt 13"", ""right"": ""Wettbewerbsfähigkeit""}, {""left"": ""Punkt 14"", ""right"": ""strategisches Wissensmanagement""}, {""left"": ""Punkt 15"", ""right"": ""operatives Wissensmanagement""}]";"{""Punkt 1"": ""Zeichen"", ""Punkt 2"": ""+ Syntax"", ""Punkt 3"": ""Daten"", ""Punkt 4"": ""+ Semantik"", ""Punkt 5"": ""Information"", ""Punkt 6"": ""+ Vernetzung"", ""Punkt 7"": ""Wissen"", ""Punkt 8"": ""+ Anwendung, Motivation"", ""Punkt 9"": ""Handeln"", ""Punkt 10"": ""+ richtig handeln"", ""Punkt 11"": ""Kompetenz (Können)"", ""Punkt 12"": ""+ Einzigartigkeit"", ""Punkt 13"": ""Wettbewerbsfähigkeit"", ""Punkt 14"": ""strategisches Wissensmanagement"", ""Punkt 15"": ""operatives Wissensmanagement""}";;
EXT-001;Erweitert;Informationssysteme;multiple_choice;Welche Bestandteile gehören typischerweise zu einem Anwendungssystem?;"[{""id"": ""a"", ""text"": ""Software"", ""correct"": true}, {""id"": ""b"", ""text"": ""Hardware"", ""correct"": true}, {""id"": ""c"", ""text"": ""Daten"", ""correct"": true}, {""id"": ""d"", ""text"": ""Der Mensch als Nutzer mit konkreter Informationsverwendung"", ""correct"": false}, {""id"": ""e"", ""text"": ""Ausschließlich Geschäftsstrategie"", ""correct"": false}]";"[""a"", ""b"", ""c""]";Das Anwendungssystem ist die technische Seite. Erst mit Nutzung durch Menschen im organisatorischen Kontext wird daraus ein Informationssystem.;
EXT-002;Erweitert;Informationssysteme;multiple_choice;Welche Aussagen zur Unterscheidung von Anwendungssystem und Informationssystem sind korrekt?;"[{""id"": ""a"", ""text"": ""Ein Anwendungssystem kann Teil eines Informationssystems sein."", ""correct"": true}, {""id"": ""b"", ""text"": ""Ein Informationssystem umfasst neben Technik auch Menschen, Aufgaben und Organisation."", ""correct"": true}, {""id"": ""c"", ""text"": ""Ein Informationssystem besteht ausschließlich aus Software."", ""correct"": false}, {""id"": ""d"", ""text"": ""Der Nutzungskontext ist für das Informationssystem wesentlich."", ""correct"": true}]";"[""a"", ""b"", ""d""]";;
EXT-003;Erweitert;Informationssysteme;multiple_choice;Welche Systemart passt am besten zum operativen Management?;"[{""id"": ""a"", ""text"": ""Online Transaction Processing System"", ""correct"": true}, {""id"": ""b"", ""text"": ""Decision Support System"", ""correct"": false}, {""id"": ""c"", ""text"": ""Executive Information System"", ""correct"": false}, {""id"": ""d"", ""text"": ""Wissensstafette"", ""correct"": false}]";"[""a""]";;
EXT-004;Erweitert;Informationssysteme;multiple_choice;Welche Aussagen zur Entscheidungsebene sind richtig?;"[{""id"": ""a"", ""text"": ""Operative Entscheidungen sind häufig strukturierter als strategische Entscheidungen."", ""correct"": true}, {""id"": ""b"", ""text"": ""Strategische Entscheidungen sind oft unstrukturiert und langfristig ausgerichtet."", ""correct"": true}, {""id"": ""c"", ""text"": ""Je höher die Ebene, desto stärker dominiert OLTP."", ""correct"": false}, {""id"": ""d"", ""text"": ""BI und DSS unterstützen eher taktische und strategische Auswertungen."", ""correct"": true}]";"[""a"", ""b"", ""d""]";;
EXT-005;Erweitert;Integration;multiple_choice;Welche Beispiele zeigen eher vertikale Integration?;"[{""id"": ""a"", ""text"": ""Produktionsdaten werden verdichtet und an das Controlling bzw. Management weitergegeben."", ""correct"": true}, {""id"": ""b"", ""text"": ""Vertrieb, Produktion und Beschaffung werden entlang eines Auftragsprozesses verbunden."", ""correct"": false}, {""id"": ""c"", ""text"": ""Operative Daten werden zu Kennzahlen für höhere Managementebenen verdichtet."", ""correct"": true}, {""id"": ""d"", ""text"": ""Rechnungswesen und Controlling werden auf derselben Bearbeitungsebene verbunden."", ""correct"": false}]";"[""a"", ""c""]";;
EXT-006;Erweitert;Integration;multiple_choice;Welche Beispiele zeigen eher horizontale Integration?;"[{""id"": ""a"", ""text"": ""Ein Kundenauftrag löst automatisch Beschaffung, Produktion, Versand und Rechnung aus."", ""correct"": true}, {""id"": ""b"", ""text"": ""Ein Bericht aus der Produktion wird an das Top-Management verdichtet."", ""correct"": false}, {""id"": ""c"", ""text"": ""Vertrieb und Lager greifen auf denselben Auftragsstatus zu."", ""correct"": true}, {""id"": ""d"", ""text"": ""Ein Dashboard fasst operative Kennzahlen für die Geschäftsführung zusammen."", ""correct"": false}]";"[""a"", ""c""]";;
EXT-007;Erweitert;Skalierbarkeit;multiple_choice;Welche Aussagen beschreiben gute Skalierbarkeit?;"[{""id"": ""a"", ""text"": ""Bei steigender Eingabemenge wächst der Ressourcenverbrauch nur proportional oder unterproportional."", ""correct"": true}, {""id"": ""b"", ""text"": ""Das System kann durch zusätzliche Ressourcen erweitert werden."", ""correct"": true}, {""id"": ""c"", ""text"": ""Bei jeder Verdoppelung der Datenmenge vervierfacht sich zwingend die Laufzeit."", ""correct"": false}, {""id"": ""d"", ""text"": ""Skalierbarkeit kann sowohl Leistung als auch Erweiterbarkeit betreffen."", ""correct"": true}]";"[""a"", ""b"", ""d""]";;
EXT-008;Erweitert;Informationsmanagement;multiple_choice;Welche Tätigkeiten sind Information Retrieval?;"[{""id"": ""a"", ""text"": ""Recherche in Datenbanken"", ""correct"": true}, {""id"": ""b"", ""text"": ""Suchmaschinenabfrage"", ""correct"": true}, {""id"": ""c"", ""text"": ""Erstellen eines neuen Blogartikels"", ""correct"": false}, {""id"": ""d"", ""text"": ""Crawling von Webseiten"", ""correct"": true}]";"[""a"", ""b"", ""d""]";;
EXT-009;Erweitert;Informationsmanagement;multiple_choice;Welche Tätigkeiten sind Information Creation?;"[{""id"": ""a"", ""text"": ""Aufnahme eines Fotos"", ""correct"": true}, {""id"": ""b"", ""text"": ""Schreiben einer E-Mail"", ""correct"": true}, {""id"": ""c"", ""text"": ""Literaturrecherche"", ""correct"": false}, {""id"": ""d"", ""text"": ""Verfassen einer Website-News"", ""correct"": true}]";"[""a"", ""b"", ""d""]";;
EXT-010;Erweitert;Informationsmanagement;matching;Ordnen Sie die Schritte des Information Lifecycle.;"[{""left"": ""1"", ""right"": ""Create/Generate""}, {""left"": ""2"", ""right"": ""Collect""}, {""left"": ""3"", ""right"": ""Record/Store""}, {""left"": ""4"", ""right"": ""Process""}, {""left"": ""5"", ""right"": ""Distribute/Transmit""}, {""left"": ""6"", ""right"": ""Consume/Use""}, {""left"": ""7"", ""right"": ""Recycle/Erase""}]";"{""1"": ""Create/Generate"", ""2"": ""Collect"", ""3"": ""Record/Store"", ""4"": ""Process"", ""5"": ""Distribute/Transmit"", ""6"": ""Consume/Use"", ""7"": ""Recycle/Erase""}";;
EXT-011;Erweitert;ERP;multiple_choice;Welche Aussagen zu ERP-Systemen sind korrekt?;"[{""id"": ""a"", ""text"": ""ERP-Systeme sollen Ressourcen und Prozesse unternehmensweit unterstützen."", ""correct"": true}, {""id"": ""b"", ""text"": ""ERP-Systeme sind grundsätzlich nur für eine einzelne Abteilung gedacht."", ""correct"": false}, {""id"": ""c"", ""text"": ""ERP-Systeme können operative Datenhaltung und Auswertungen unterstützen."", ""correct"": true}, {""id"": ""d"", ""text"": ""ERP-Systeme ersetzen automatisch jede Prozessanalyse."", ""correct"": false}]";"[""a"", ""c""]";;
EXT-012;Erweitert;ERP;multiple_choice;Welche Ressourcen können im ERP-Kontext relevant sein?;"[{""id"": ""a"", ""text"": ""Materialien"", ""correct"": true}, {""id"": ""b"", ""text"": ""Mitarbeiterfähigkeiten"", ""correct"": true}, {""id"": ""c"", ""text"": ""Kundendaten"", ""correct"": true}, {""id"": ""d"", ""text"": ""Maschinen"", ""correct"": true}, {""id"": ""e"", ""text"": ""Nur Bargeldbestände"", ""correct"": false}]";"[""a"", ""b"", ""c"", ""d""]";;
EXT-013;Erweitert;ERP;matching;Ordnen Sie MRP, MRP II und ERP zu.;"[{""left"": ""MRP"", ""right"": ""Material Requirement Planning / Materialbedarfsplanung""}, {""left"": ""MRP II"", ""right"": ""Manufacturing Resources Planning / Ressourcenplanung im Fertigungsunternehmen""}, {""left"": ""ERP"", ""right"": ""Enterprise Resource Planning / ganzheitliche Unternehmensressourcenplanung""}]";"{""MRP"": ""Material Requirement Planning / Materialbedarfsplanung"", ""MRP II"": ""Manufacturing Resources Planning / Ressourcenplanung im Fertigungsunternehmen"", ""ERP"": ""Enterprise Resource Planning / ganzheitliche Unternehmensressourcenplanung""}";;
EXT-014;Erweitert;ERP;multiple_choice;Welche Aussage beschreibt den Hauptunterschied zwischen MRP und ERP am besten?;"[{""id"": ""a"", ""text"": ""MRP ist stärker auf Materialbedarf fokussiert, ERP auf unternehmensweite Ressourcen und Prozesse."", ""correct"": true}, {""id"": ""b"", ""text"": ""ERP ist ausschließlich für die Materialbedarfsplanung zuständig."", ""correct"": false}, {""id"": ""c"", ""text"": ""MRP ist moderner als ERP."", ""correct"": false}, {""id"": ""d"", ""text"": ""ERP hat keinen Bezug zu Planung."", ""correct"": false}]";"[""a""]";;
EXT-015;Erweitert;ERP;multiple_choice;Welche Aufgaben können ERP-Systeme typischerweise unterstützen?;"[{""id"": ""a"", ""text"": ""Datenhaltung für Geschäftsvorfälle"", ""correct"": true}, {""id"": ""b"", ""text"": ""Automatisierte Planung von Routinevorgängen"", ""correct"": true}, {""id"": ""c"", ""text"": ""Kennzahlenbildung und Auswertungen"", ""correct"": true}, {""id"": ""d"", ""text"": ""Rechtlich garantierte Erfolgssicherung jedes Projekts"", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-016;Erweitert;ERP;matching;Ordnen Sie die ERP-Aufgabenkategorie zu.;"[{""left"": ""Datenhaltung für Aufträge und Avisos"", ""right"": ""Administration""}, {""left"": ""Automatische Planung von Abfahrten"", ""right"": ""Disposition""}, {""left"": ""Überblick über Informationen schaffen"", ""right"": ""Kennzahlenbildung""}, {""left"": ""Auswertungen erstellen"", ""right"": ""Kennzahlenanalyse""}]";"{""Datenhaltung für Aufträge und Avisos"": ""Administration"", ""Automatische Planung von Abfahrten"": ""Disposition"", ""Überblick über Informationen schaffen"": ""Kennzahlenbildung"", ""Auswertungen erstellen"": ""Kennzahlenanalyse""}";;
EXT-017;Erweitert;ERP;multiple_choice;Wann kann ein ERP-System eher einen Wettbewerbsvorteil unterstützen?;"[{""id"": ""a"", ""text"": ""Wenn es nur standardmäßig eingeführt wird und alle Prozesse unverändert bleiben."", ""correct"": false}, {""id"": ""b"", ""text"": ""Wenn Prozesse, Datenqualität und Auswertungen besser als bei Wettbewerbern genutzt werden."", ""correct"": true}, {""id"": ""c"", ""text"": ""Wenn es branchenspezifische Best Practices sinnvoll abbildet."", ""correct"": true}, {""id"": ""d"", ""text"": ""Wenn keinerlei Schulung notwendig ist."", ""correct"": false}]";"[""b"", ""c""]";;
EXT-018;Erweitert;ERP;multiple_choice;Welche Aussagen zu ERP und Kennzahlen sind richtig?;"[{""id"": ""a"", ""text"": ""ERP-Daten können Grundlage für Kennzahlenanalyse sein."", ""correct"": true}, {""id"": ""b"", ""text"": ""ERP-Systeme sind nie für Auswertungen geeignet."", ""correct"": false}, {""id"": ""c"", ""text"": ""Kennzahlen setzen brauchbare Datenqualität voraus."", ""correct"": true}, {""id"": ""d"", ""text"": ""ERP-Systeme können operative Geschäftsvorfälle und Auswertungen verbinden."", ""correct"": true}]";"[""a"", ""c"", ""d""]";;
EXT-019;Erweitert;ERP;multiple_choice;Welche Aussage zur Planung im ERP-Umfeld ist richtig?;"[{""id"": ""a"", ""text"": ""Strategische Planung ist langfristiger als operative Planung."", ""correct"": true}, {""id"": ""b"", ""text"": ""Jede Branche hat zwingend denselben Planungshorizont."", ""correct"": false}, {""id"": ""c"", ""text"": ""Operative Planung befasst sich oft mit kurzfristigen Abläufen."", ""correct"": true}, {""id"": ""d"", ""text"": ""Planung ist für ERP-Systeme irrelevant."", ""correct"": false}]";"[""a"", ""c""]";;
EXT-020;Erweitert;ERP;true_false;Ein ERP-System ist automatisch ein Wissensmanagementsystem, weil Wissen eine Ressource ist.;"[{""id"": ""true"", ""text"": ""Wahr"", ""correct"": false}, {""id"": ""false"", ""text"": ""Falsch"", ""correct"": true}]";"""false""";ERP verwaltet vor allem betriebliche Ressourcen und Prozesse. Wissensmanagement benötigt eigene Methoden, Kultur und Prozesse.;
EXT-021;Erweitert;Standardsoftware;multiple_choice;Welche Aussagen zu Standardsoftware sind korrekt?;"[{""id"": ""a"", ""text"": ""Sie wird für allgemeine Anforderungen vieler Unternehmen entwickelt."", ""correct"": true}, {""id"": ""b"", ""text"": ""Sie kann durch Customizing angepasst werden."", ""correct"": true}, {""id"": ""c"", ""text"": ""Sie ist immer günstiger als Individualsoftware, wenn man TCO betrachtet."", ""correct"": false}, {""id"": ""d"", ""text"": ""Beispiele können Office, SAP oder Browser sein."", ""correct"": true}]";"[""a"", ""b"", ""d""]";;
EXT-022;Erweitert;Individualsoftware;multiple_choice;Welche Aussagen zu Individualsoftware sind korrekt?;"[{""id"": ""a"", ""text"": ""Sie wird speziell für konkrete Anforderungen entwickelt."", ""correct"": true}, {""id"": ""b"", ""text"": ""Sie kann Wettbewerbsvorteile ermöglichen."", ""correct"": true}, {""id"": ""c"", ""text"": ""Sie wird definitionsgemäß immer intern durch eigene Mitarbeiter entwickelt."", ""correct"": false}, {""id"": ""d"", ""text"": ""Sie kann hohe Wartungsabhängigkeiten verursachen."", ""correct"": true}]";"[""a"", ""b"", ""d""]";;
EXT-023;Erweitert;Standardsoftware;multiple_choice;Welche Risiken entstehen, wenn Standardsoftware stark angepasst wird?;"[{""id"": ""a"", ""text"": ""Updates können schwieriger werden."", ""correct"": true}, {""id"": ""b"", ""text"": ""Customizing kann Aufwand und Kosten erhöhen."", ""correct"": true}, {""id"": ""c"", ""text"": ""Die Software wird automatisch Open Source."", ""correct"": false}, {""id"": ""d"", ""text"": ""Abhängigkeiten zum Hersteller oder Dienstleister können entstehen."", ""correct"": true}]";"[""a"", ""b"", ""d""]";;
EXT-024;Erweitert;Open Source;multiple_choice;Welche Punkte sollte man vor dem Einsatz einer Open-Source-Lösung prüfen?;"[{""id"": ""a"", ""text"": ""Aktivität der Community"", ""correct"": true}, {""id"": ""b"", ""text"": ""Professioneller Support oder Wartungsmöglichkeiten"", ""correct"": true}, {""id"": ""c"", ""text"": ""Lizenzbedingungen"", ""correct"": true}, {""id"": ""d"", ""text"": ""Ob sie automatisch kostenlos im Betrieb ist"", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-025;Erweitert;Open Source;multiple_choice;Welche Aussagen sind falsch?;"[{""id"": ""a"", ""text"": ""Open Source ist gesamtheitlich immer billiger."", ""correct"": true}, {""id"": ""b"", ""text"": ""Open Source ist gesamtheitlich immer teurer."", ""correct"": true}, {""id"": ""c"", ""text"": ""Open Source kann trotzdem Integrations- und Supportkosten verursachen."", ""correct"": false}, {""id"": ""d"", ""text"": ""Open Source kann durch Unternehmen mit kommerziellen Zusatzleistungen angeboten werden."", ""correct"": false}]";"[""a"", ""b""]";;
EXT-026;Erweitert;Open Source;true_false;Eine Open-Source-Lösung ohne aktive Community, ohne internen Entwickler und ohne professionellen Support sollte trotz passender Funktionen kritisch bewertet werden.;"[{""id"": ""true"", ""text"": ""Wahr"", ""correct"": true}, {""id"": ""false"", ""text"": ""Falsch"", ""correct"": false}]";"""true""";;
EXT-027;Erweitert;Make or Buy;multiple_choice;Wann spricht die Make-or-Buy-Matrix eher für Make?;"[{""id"": ""a"", ""text"": ""Hohe strategische Bedeutung und hohe Eigenkompetenz"", ""correct"": true}, {""id"": ""b"", ""text"": ""Niedrige strategische Bedeutung und geringe Eigenkompetenz"", ""correct"": false}, {""id"": ""c"", ""text"": ""Eigene Ressourcen sind verfügbar und die Lösung ist differenzierend"", ""correct"": true}, {""id"": ""d"", ""text"": ""Es gibt eine perfekte Standardlösung am Markt und keine strategische Bedeutung"", ""correct"": false}]";"[""a"", ""c""]";;
EXT-028;Erweitert;Make or Buy;multiple_choice;Wann spricht die Make-or-Buy-Matrix eher für Buy?;"[{""id"": ""a"", ""text"": ""Geringe strategische Bedeutung und geringe Eigenkompetenz"", ""correct"": true}, {""id"": ""b"", ""text"": ""Standardisierte Aufgabe ohne Differenzierungspotenzial"", ""correct"": true}, {""id"": ""c"", ""text"": ""Hohe strategische Bedeutung und einzigartige interne Kompetenz"", ""correct"": false}, {""id"": ""d"", ""text"": ""Wenn ein externer Anbieter nachweislich besser und wirtschaftlicher liefern kann"", ""correct"": true}]";"[""a"", ""b"", ""d""]";;
EXT-029;Erweitert;IT-Footprint;multiple_choice;Welche vier Dimensionen gehören zum IT-Footprint-Modell aus den Unterlagen?;"[{""id"": ""a"", ""text"": ""Wettbewerbsvorteil"", ""correct"": true}, {""id"": ""b"", ""text"": ""Kostendämmung"", ""correct"": true}, {""id"": ""c"", ""text"": ""Technologiefokus"", ""correct"": true}, {""id"": ""d"", ""text"": ""Business-Service-Fokus"", ""correct"": true}, {""id"": ""e"", ""text"": ""Bilanzgewinn"", ""correct"": false}]";"[""a"", ""b"", ""c"", ""d""]";;
EXT-030;Erweitert;Auswahl IS;multiple_choice;Welche Kriterien können für die Anbieter-Vorselektion sinnvoll sein?;"[{""id"": ""a"", ""text"": ""Marktposition"", ""correct"": true}, {""id"": ""b"", ""text"": ""Funktionsumfang"", ""correct"": true}, {""id"": ""c"", ""text"": ""Benutzerergonomie"", ""correct"": true}, {""id"": ""d"", ""text"": ""TCO"", ""correct"": true}, {""id"": ""e"", ""text"": ""Nur die Farbe des Logos"", ""correct"": false}]";"[""a"", ""b"", ""c"", ""d""]";;
EXT-031;Erweitert;Auswahl IS;multiple_choice;Warum braucht die Auswahl eines ERP-/IS-Systems ausreichend Ressourcen?;"[{""id"": ""a"", ""text"": ""Die Entscheidung hat oft langfristige Konsequenzen."", ""correct"": true}, {""id"": ""b"", ""text"": ""Einführung und Betrieb verursachen hohe Kosten."", ""correct"": true}, {""id"": ""c"", ""text"": ""Systempflege und Wartung sind notwendig."", ""correct"": true}, {""id"": ""d"", ""text"": ""Die Anbieterbeziehung ist völlig irrelevant."", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-032;Erweitert;Auswahl IS;multiple_choice;Welche Aussagen zur Zieldefinition in der Auswahlphase sind richtig?;"[{""id"": ""a"", ""text"": ""Ziele sollten messbar formuliert werden."", ""correct"": true}, {""id"": ""b"", ""text"": ""Unklare Ziele erschweren die Anbieterbewertung."", ""correct"": true}, {""id"": ""c"", ""text"": ""SMARTe Ziele helfen bei der späteren Erfolgskontrolle."", ""correct"": true}, {""id"": ""d"", ""text"": ""Eine Zieldefinition ist erst nach Vertragsabschluss notwendig."", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-033;Erweitert;Auswahl IS;multiple_choice;Welche Fehlerquellen treten häufig in der Auswahlphase auf?;"[{""id"": ""a"", ""text"": ""Überzogene Erwartungshaltung"", ""correct"": true}, {""id"": ""b"", ""text"": ""Unartikulierte Zielsetzungen"", ""correct"": true}, {""id"": ""c"", ""text"": ""Fehlende Bewertungskriterien"", ""correct"": true}, {""id"": ""d"", ""text"": ""Vollständige Prozessanalyse"", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-034;Erweitert;Risiken IS;multiple_choice;Welche Risiken zählen zu typischen Projektrisiken bei der IS-Auswahl oder Einführung?;"[{""id"": ""a"", ""text"": ""Organisatorische Risiken"", ""correct"": true}, {""id"": ""b"", ""text"": ""Terminliche Risiken"", ""correct"": true}, {""id"": ""c"", ""text"": ""Psychologische Risiken"", ""correct"": true}, {""id"": ""d"", ""text"": ""Jahresabschlussrisiken als Standardkategorie"", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-035;Erweitert;Risiken IS;multiple_choice;Welches Beispiel passt zu einem organisatorischen Risiko?;"[{""id"": ""a"", ""text"": ""Es gibt keinen Verantwortlichen für die spätere Systemadministration."", ""correct"": true}, {""id"": ""b"", ""text"": ""Mitarbeiter lehnen neue Arbeitsweisen emotional ab."", ""correct"": false}, {""id"": ""c"", ""text"": ""Ein Server fällt wegen Stromausfall aus."", ""correct"": false}, {""id"": ""d"", ""text"": ""Der Prozess im System passt nicht zum tatsächlichen Geschäftsprozess."", ""correct"": true}]";"[""a"", ""d""]";;
EXT-036;Erweitert;Einführung IS;multiple_choice;Welche Personen sollten im internen Projektteam vertreten sein?;"[{""id"": ""a"", ""text"": ""Betroffene Fachabteilungen"", ""correct"": true}, {""id"": ""b"", ""text"": ""IT-Abteilung"", ""correct"": true}, {""id"": ""c"", ""text"": ""Unternehmensleitung"", ""correct"": true}, {""id"": ""d"", ""text"": ""Ausschließlich externe Berater"", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-037;Erweitert;Einführung IS;multiple_choice;Was gehört zur Feinspezifikation eines Standardsystems?;"[{""id"": ""a"", ""text"": ""Parametrisierung"", ""correct"": true}, {""id"": ""b"", ""text"": ""Abbildung der Organisationsstruktur"", ""correct"": true}, {""id"": ""c"", ""text"": ""Definition von Schnittstellen"", ""correct"": true}, {""id"": ""d"", ""text"": ""Abschaffung aller Stammdaten"", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-038;Erweitert;Einführung IS;multiple_choice;Was wird in der Prototyp-Phase geprüft?;"[{""id"": ""a"", ""text"": ""Systemparameter unter realitätsnahen Bedingungen"", ""correct"": true}, {""id"": ""b"", ""text"": ""Übernahme von Bestandsdaten"", ""correct"": true}, {""id"": ""c"", ""text"": ""Parametertests und Lasttests"", ""correct"": true}, {""id"": ""d"", ""text"": ""Ob man auf Schulungen vollständig verzichten kann"", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-039;Erweitert;Einführung IS;multiple_choice;Welche Aussagen zum Big-Bang sind korrekt?;"[{""id"": ""a"", ""text"": ""Das Altsystem wird zu einem Stichtag vollständig abgelöst."", ""correct"": true}, {""id"": ""b"", ""text"": ""Es entstehen keine langen Doppelgleisigkeiten."", ""correct"": true}, {""id"": ""c"", ""text"": ""Das Risiko bei der Umstellung ist hoch."", ""correct"": true}, {""id"": ""d"", ""text"": ""Big-Bang bedeutet, dass das Projekt bereits gescheitert ist."", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-040;Erweitert;Einführung IS;multiple_choice;Warum scheitern IT-Projekte häufig?;"[{""id"": ""a"", ""text"": ""Mangelhaftes Projektmanagement"", ""correct"": true}, {""id"": ""b"", ""text"": ""Verabsäumte Prozessänderungen"", ""correct"": true}, {""id"": ""c"", ""text"": ""Unklare Zieldefinition und unrealistische Kostenerwartungen"", ""correct"": true}, {""id"": ""d"", ""text"": ""Zu starke Beteiligung der Fachabteilungen"", ""correct"": false}]";"[""a"", ""b"", ""c""]";;
EXT-041;Erweitert;Wirtschaftlichkeit;multiple_choice;Welche Aspekte sind bereits bei der wirtschaftlichen Auswahl eines IS zu beachten?;"[{""id"": ""a"", ""text"": ""Infrastruktur"", ""correct"": true}, {""id"": ""b"", ""text"": ""Lizenzen"", ""correct"": true}, {""id"": ""c"", ""text"": ""Schnittstellen"", ""correct"": true}, {""id"": ""d"", ""text"": ""Support"", ""correct"": true}, {""id"": ""e"", ""text"": ""Prozessoptimierungen"", ""correct"": true}]";"[""a"", ""b"", ""c"", ""d"", ""e""]";;
EXT-042;Erweitert;Wirtschaftlichkeit;multiple_choice;Welche Faktoren können die Wirtschaftlichkeit eines IS beeinflussen?;"[{""id"": ""a"", ""text"": ""Abbildung betriebswirtschaftlicher Abläufe"", ""correct"": true}, {""id"": ""b"", ""text"": ""Transparenz operativer Kennzahlen"", ""correct"": true}, {""id"": ""c"", ""text"": ""Anzahl und Qualität der Schnittstellen"", ""correct"": true}, {""id"": ""d"", ""text"": ""Akzeptanz des Systems in der Organisation"", ""correct"": true}]";"[""a"", ""b"", ""c"", ""d""]";;
EXT-043;Erweitert;TCO;multiple_choice;Welche Kosten gehören typischerweise in eine TCO-Betrachtung?;"[{""id"": ""a"", ""text"": ""Softwarelizenzkosten"", ""correct"": true}, {""id"": ""b"", ""text"": ""Hardwarekosten"", ""correct"": true}, {""id"": ""c"", ""text"": ""Schulungen"", ""correct"": true}, {""id"": ""d"", ""text"": ""Wartung und Support"", ""correct"": true}, {""id"": ""e"", ""text"": ""Downtime und Produktivitätsverluste"", ""correct"": true}]";"[""a"", ""b"", ""c"", ""d"", ""e""]";;
EXT-044;Erweitert;TCO;matching;Ordnen Sie direkt oder indirekt zu.;"[{""left"": ""Stromkosten für Serverbetrieb"", ""right"": ""DIREKT""}, {""left"": ""Lizenzgebühren"", ""right"": ""DIREKT""}, {""left"": ""Produktivitätsverlust während der Umstellung"", ""right"": ""INDIREKT""}, {""left"": ""Fehlersuche durch Endanwender statt Facharbeit"", ""right"": ""INDIREKT""}, {""left"": ""Hardwareanschaffung"", ""right"": ""DIREKT""}]";"{""Stromkosten für Serverbetrieb"": ""DIREKT"", ""Lizenzgebühren"": ""DIREKT"", ""Produktivitätsverlust während der Umstellung"": ""INDIREKT"", ""Fehlersuche durch Endanwender statt Facharbeit"": ""INDIREKT"", ""Hardwareanschaffung"": ""DIREKT""}";;
EXT-045;Erweitert;TCO;multiple_choice;Welche Aussagen zu TCO sind korrekt?;"[{""id"": ""a"", ""text"": ""TCO betrachtet Kosten über die Nutzungsdauer."", ""correct"": true}, {""id"": ""b"", ""text"": ""TCO ist nur der Kaufpreis der Software."", ""correct"": false}, {""id"": ""c"", ""text"": ""TCO ist ein Planungswerkzeug."", ""correct"": true}, {""id"": ""d"", ""text"": ""Es gibt verschiedene TCO-Modelle."", ""correct"": true}]";"[""a"", ""c"", ""d""]";;
EXT-046;Erweitert;TEI;multiple_choice;Welche Bestandteile gehören zum TEI?;"[{""id"": ""a"", ""text"": ""Kosten"", ""correct"": true}, {""id"": ""b"", ""text"": ""Nutzen"", ""correct"": true}, {""id"": ""c"", ""text"": ""Risiko"", ""correct"": true}, {""id"": ""d"", ""text"": ""Flexibilität"", ""correct"": true}, {""id"": ""e"", ""text"": ""Nur Umsatz"", ""correct"": false}]";"[""a"", ""b"", ""c"", ""d""]";;
EXT-047;Erweitert;TEI;multiple_choice;Welche Aussage beschreibt den Unterschied zwischen TCO und TEI am besten?;"[{""id"": ""a"", ""text"": ""TCO betrachtet nur die Kostenseite, TEI stellt Kosten auch Nutzen, Risiko und Flexibilität gegenüber."", ""correct"": true}, {""id"": ""b"", ""text"": ""TEI betrachtet ausschließlich Lizenzkosten."", ""correct"": false}, {""id"": ""c"", ""text"": ""TCO und TEI sind identisch."", ""correct"": false}, {""id"": ""d"", ""text"": ""TEI darf in Entscheidungen nicht verwendet werden."", ""correct"": false}]";"[""a""]";;
